,Product_Price,Discount_Rate,Product_Rating,Number_of_Reviews,Stock_Availability,Days_to_Deliver,Return_Rate,Category_ID,Discount_Rate_Bin,Days_to_Deliver_Bin
0,199.6714153011233,0.1770236095385294,4.41107090511057,62,True,9,0.1851156315205497,5,0-0.2,0-10
1,136.17356988288154,0.0414669752128248,3.033533568980212,201,True,3,0.3846390381981175,10,0-0.2,0-10
2,214.76885381006923,0.2761974130074415,2.8668809113138582,479,True,19,0.0564101371090986,4,0.2-0.4,10-20
3,302.30298564080255,0.094253560316938,4.47347279615823,252,True,11,0.30743007695338276,7,0-0.2,10-20
4,126.5846625276664,0.4118445340829866,3.553081672510545,671,True,14,0.6721629420243134,6,0.4-0.6,10-20
5,126.58630430508194,0.5157009792685964,1.8740221815548983,303,True,2,0.1143704003275513,7,0.4-0.6,0-10
6,307.92128155073914,0.6342283268293691,3.7702148649060785,350,True,7,0.1728748848123761,6,0.6-0.8,0-10
7,226.74347291529088,0.2717021731900056,3.3660095377840427,330,True,10,0.0918933494131603,2,0.2-0.4,0-10
8,103.0525614065048,0.1611555559536509,5.0,179,True,10,0.533084660686317,7,0-0.2,0-10
9,204.25600435859647,0.3019616530585536,5.0,350,True,20,0.4808625580481529,8,0.2-0.4,10-20
10,103.65823071875376,0.2474761658633007,2.7989904555171856,210,True,1,0.0926540476689371,7,0.2-0.4,0-10
11,103.42702464297432,0.2773672197869529,4.833189864363147,589,True,15,0.3389903083652167,4,0.2-0.4,10-20
12,174.1962271566034,0.4722249959604593,3.1485574501363187,451,False,21,0.4428959977604166,4,0.4-0.6,20-30
13,5.0,0.2190395136759253,1.933299413196058,84,False,14,0.601067151278191,5,0.2-0.4,10-20
14,5.0,0.2513040412624526,3.375401833977857,438,True,27,0.1200693094062128,9,0.2-0.4,20-30
15,93.77124707590272,0.1344989142255937,4.197637501776279,3,True,2,0.194587544634269,5,0-0.2,0-10
16,48.71688796655762,0.2575375190463321,3.337263352003662,73,True,6,0.2527507973557247,2,0.2-0.4,0-10
17,181.4247332595274,0.5758311543371692,3.4929516590748984,20,True,1,0.4399909462487144,5,0.4-0.6,0-10
18,153.66335150699643,0.1747889880746776,4.9435660449286125,454,True,3,0.1681357498153924,3,0-0.2,0-10
19,8.769629866470865,0.4404393990716352,3.7702148649060785,423,True,4,0.134252413271722,10,0.4-0.6,0-10
20,296.56487689215544,0.239968723155057,2.9567016887150475,504,True,13,0.2870342154463924,8,0.2-0.4,10-20
21,127.42236995134644,0.4457504855829945,4.502030323667326,1,True,3,0.2365323972831044,10,0.4-0.6,0-10
22,156.75282046879238,0.4181457323941839,3.997675566954245,208,True,15,0.2868819647653873,10,0.4-0.6,10-20
23,153.66335150699643,0.1247787246488094,1.278395198537957,366,True,13,0.3073870576973033,2,0-0.2,10-20
24,95.56172754748174,0.4135696874278296,4.228352913771449,50,True,22,0.2448527975107134,4,0.4-0.6,20-30
25,161.09225897098662,0.0855221607194543,4.191828707716102,314,True,11,0.2757330680375313,6,0-0.2,10-20
26,34.90064225776972,0.102384952851844,3.82012112958086,26,True,4,0.6981797231269743,4,0-0.2,0-10
27,187.5698018345672,0.2285050887405005,4.691700581069575,210,True,30,0.4219296333464862,5,0.2-0.4,20-30
28,89.9361310081195,0.5466614162505907,3.127606415673497,193,True,17,0.2348082595443368,10,0.4-0.6,10-20
29,120.83062502067231,0.2659942695127667,4.136499788820901,318,True,5,0.4392427423256399,4,0.2-0.4,0-10
30,89.82933877706031,0.2659942695127667,2.233040628832647,47,True,21,0.5290084460377669,3,0.2-0.4,20-30
31,335.2278184508938,0.0536995154899485,4.207090383398832,61,True,25,0.165657093515233,1,0-0.2,20-30
32,148.6502775262066,0.3806987361056626,5.0,68,True,24,0.30743007695338276,4,0.2-0.4,20-30
33,44.22890710440997,0.2659942695127667,2.805143647532459,81,True,8,0.6231222128519216,9,0.2-0.4,0-10
34,232.2544912103189,0.3066911814390244,3.040197868012225,77,True,21,0.5038987541552962,1,0.2-0.4,20-30
35,27.915635002897773,0.3430330836467324,3.089984557108448,150,True,24,0.5549921497558848,7,0.2-0.4,20-30
36,170.88635950047555,0.476114544370721,3.929998225801595,318,False,30,0.589093179642019,3,0.4-0.6,20-30
37,5.0,0.2554704259647891,2.7369637271462817,172,True,10,0.3497992180589406,8,0.2-0.4,0-10
38,17.181395110156956,0.5012006017832084,4.22124737869098,448,True,7,0.3346886923964812,6,0.4-0.6,0-10
39,169.68612358691234,0.154006662960799,4.646839945469165,381,True,17,0.5246563996006038,1,0-0.2,10-20
40,223.84665799954104,0.0632323404051646,4.334347213453784,40,True,28,0.2549122185421095,10,0-0.2,20-30
41,167.13682811899704,0.4483454588827538,2.0315845743619274,15,True,7,0.3979554073771115,5,0.4-0.6,0-10
42,138.43517176117595,0.1099758633977806,4.795167665158606,630,True,27,0.490454052898386,8,0-0.2,20-30
43,119.88963044107112,0.2998031027074426,4.737367414253679,24,True,24,0.3454205847019087,3,0.2-0.4,20-30
44,5.0,0.5363077304756033,4.630161372346304,48,True,19,0.1570977736253158,4,0.4-0.6,10-20
45,78.01557916052914,0.0670542699936395,4.172842248655825,6,True,9,0.30743007695338276,7,0-0.2,0-10
46,103.93612290402125,0.3373425781481131,4.020189314205132,296,True,24,0.4814916201851448,6,0.2-0.4,20-30
47,255.7122226218916,0.2659942695127667,4.832389398126397,261,True,2,0.4113410521295865,7,0.2-0.4,0-10
48,153.66335150699643,0.2659942695127667,5.0,1300,True,22,0.3213211758121739,9,0.2-0.4,20-30
49,5.0,0.2659942695127667,2.84695953663515,653,True,20,0.2332279131793371,9,0.2-0.4,10-20
50,182.4083969394795,0.0929129012701737,4.878125395794772,158,True,19,0.2996084048690974,2,0-0.2,10-20
51,111.49177195836836,0.1620845901138898,3.713782901992547,139,False,27,0.4053566691881585,3,0-0.2,20-30
52,82.30779996940413,0.0555877186492738,3.6703269479714,105,True,6,0.386005096012045,4,0-0.2,0-10
53,211.1676288840868,0.3628731421368042,3.7702148649060785,49,True,10,0.4450009459371487,6,0.2-0.4,0-10
54,253.0999522495951,0.326185553069642,3.515210590484605,44,True,13,0.2030909648858895,5,0.2-0.4,10-20
55,243.12801191161984,0.5516768599767246,2.8027350420315846,42,True,25,0.2436387646555829,6,0.4-0.6,20-30
56,66.07824767773614,0.1099186560623747,3.336145570494054,36,True,2,0.0973206461655024,8,0-0.2,0-10
